sep=;
CNAE;CNAE_numerico;Secao;Secao_descricao;Divisao;Grupo;Classe;Subclasse;Atividade;CBMPE_nivel;CBMPE_descricao;Anexo;Nivel_de_risco;Descricao_do_nivel;Dispensa_licenciamento_previo;Pagina_DOE;Alterado_por_errata
4299-5/01;4299501;F;Construção;42;429;4299-5;01;Construção de instalações esportivas e recreativas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4299-5/99;4299599;F;Construção;42;429;4299-5;99;Outras obras de engenharia civil não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4311-8/01;4311801;F;Construção;43;431;4311-8;01;Demolição de edifícios e outras estruturas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4311-8/02;4311802;F;Construção;43;431;4311-8;02;Preparação de canteiro e limpeza de terreno;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4312-6/00;4312600;F;Construção;43;431;4312-6;00;Perfurações e sondagens;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4313-4/00;4313400;F;Construção;43;431;4313-4;00;Obras de terraplenagem;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4319-3/00;4319300;F;Construção;43;431;4319-3;00;Serviços de preparação do terreno não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4321-5/00;4321500;F;Construção;43;432;4321-5;00;Instalação e manutenção elétrica;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4322-3/01;4322301;F;Construção;43;432;4322-3;01;Instalações hidráulicas, sanitárias e de gás;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4322-3/02;4322302;F;Construção;43;432;4322-3;02;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4322-3/03;4322303;F;Construção;43;432;4322-3;03;Instalações de sistema de prevenção contra incêndio;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4329-1/01;4329101;F;Construção;43;432;4329-1;01;Instalação de painéis publicitários;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4329-1/02;4329102;F;Construção;43;432;4329-1;02;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4329-1/03;4329103;F;Construção;43;432;4329-1;03;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4329-1/04;4329104;F;Construção;43;432;4329-1;04;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4329-1/05;4329105;F;Construção;43;432;4329-1;05;Tratamentos térmicos, acústicos ou de vibração;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4329-1/99;4329199;F;Construção;43;432;4329-1;99;Outras obras de instalações em construções não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4330-4/01;4330401;F;Construção;43;433;4330-4;01;Impermeabiliz ação em obras de engenharia civil;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4330-4/02;4330402;F;Construção;43;433;4330-4;02;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4330-4/03;4330403;F;Construção;43;433;4330-4;03;Obras de acabamento em gesso e estuque;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4330-4/04;4330404;F;Construção;43;433;4330-4;04;Serviços de pintura de edifícios em geral;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4330-4/05;4330405;F;Construção;43;433;4330-4;05;Aplicação de revestimentos e de resinas em interiores e exteriores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4330-4/99;4330499;F;Construção;43;433;4330-4;99;Outras obras de acabamento da construção;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4391-6/00;4391600;F;Construção;43;439;4391-6;00;Obras de fundações;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;25;Não
4399-1/01;4399101;F;Construção;43;439;4399-1;01;Administração de obras;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4399-1/02;4399102;F;Construção;43;439;4399-1;02;Montagem e desmontagem de andaimes e outras estruturas temporárias;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4399-1/03;4399103;F;Construção;43;439;4399-1;03;Obras de alvenaria;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4399-1/04;4399104;F;Construção;43;439;4399-1;04;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4399-1/05;4399105;F;Construção;43;439;4399-1;05;Perfuração e construção de poços de água;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4399-1/99;4399199;F;Construção;43;439;4399-1;99;Serviços especializados para construção não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4511-1/01;4511101;G;Comércio e reparação de veículos;45;451;4511-1;01;Comércio a varejo de automóveis, camionetas e utilitários novos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4511-1/02;4511102;G;Comércio e reparação de veículos;45;451;4511-1;02;Comércio a varejo de automóveis, camionetas e utilitários usados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4511-1/03;4511103;G;Comércio e reparação de veículos;45;451;4511-1;03;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4511-1/04;4511104;G;Comércio e reparação de veículos;45;451;4511-1;04;Comércio por atacado de caminhões novos e usados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4511-1/05;4511105;G;Comércio e reparação de veículos;45;451;4511-1;05;Comércio por atacado de reboques e semi-reboques novos e usados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4511-1/06;4511106;G;Comércio e reparação de veículos;45;451;4511-1;06;Comércio por atacado de ônibus e microônibus novos e usados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4512-9/01;4512901;G;Comércio e reparação de veículos;45;451;4512-9;01;Representante s comerciais e agentes do comércio de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4512-9/02;4512902;G;Comércio e reparação de veículos;45;451;4512-9;02;Comércio sob consignação de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/01;4520001;G;Comércio e reparação de veículos;45;452;4520-0;01;Serviços de manutenção e reparação mecânica de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/02;4520002;G;Comércio e reparação de veículos;45;452;4520-0;02;Serviços de lanternagem ou funilaria e pintura de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/03;4520003;G;Comércio e reparação de veículos;45;452;4520-0;03;Serviços de manutenção e reparação elétrica de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/04;4520004;G;Comércio e reparação de veículos;45;452;4520-0;04;Serviços de alinhamento e balanceament o de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/05;4520005;G;Comércio e reparação de veículos;45;452;4520-0;05;Serviços de lavagem, lubrificação e polimento de veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/06;4520006;G;Comércio e reparação de veículos;45;452;4520-0;06;Serviços de borracharia para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/07;4520007;G;Comércio e reparação de veículos;45;452;4520-0;07;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4520-0/08;4520008;G;Comércio e reparação de veículos;45;452;4520-0;08;Serviços de capotaria;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4530-7/01;4530701;G;Comércio e reparação de veículos;45;453;4530-7;01;Comércio por atacado de peças e acessórios novos para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4530-7/02;4530702;G;Comércio e reparação de veículos;45;453;4530-7;02;Comércio por atacado de pneumáticos e câmaras-de-ar;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4530-7/03;4530703;G;Comércio e reparação de veículos;45;453;4530-7;03;Comércio a varejo de peças e acessórios novos para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4530-7/04;4530704;G;Comércio e reparação de veículos;45;453;4530-7;04;Comércio a varejo de peças e acessórios usados para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4530-7/05;4530705;G;Comércio e reparação de veículos;45;453;4530-7;05;Comércio a varejo de pneumáticos e câmaras-de-ar;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4530-7/06;4530706;G;Comércio e reparação de veículos;45;453;4530-7;06;Representante s comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/01;4541201;G;Comércio e reparação de veículos;45;454;4541-2;01;Comércio por atacado de motocicletas e motonetas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/02;4541202;G;Comércio e reparação de veículos;45;454;4541-2;02;Comércio por atacado de peças e acessórios para motocicletas e motonetas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/03;4541203;G;Comércio e reparação de veículos;45;454;4541-2;03;Comércio a varejo de motocicletas e motonetas novas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/04;4541204;G;Comércio e reparação de veículos;45;454;4541-2;04;Comércio a varejo de motocicletas e motonetas usadas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/05;4541205;G;Comércio e reparação de veículos;45;454;4541-2;05;Comércio a varejo de peças e acessórios para motocicletas e motonetas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/06;4541206;G;Comércio e reparação de veículos;45;454;4541-2;06;Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4541-2/07;4541207;G;Comércio e reparação de veículos;45;454;4541-2;07;Comércio a varejo de peças e acessórios usados para;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;26;Não
4542-1/01;4542101;G;Comércio e reparação de veículos;45;454;4542-1;01;Representante s comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4542-1/02;4542102;G;Comércio e reparação de veículos;45;454;4542-1;02;Comércio sob consignação de motocicletas e motonetas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4543-9/00;4543900;G;Comércio e reparação de veículos;45;454;4543-9;00;Manutenção e reparação de motocicletas e motonetas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4611-7/00;4611700;G;Comércio e reparação de veículos;46;461;4611-7;00;Representante s comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4612-5/00;4612500;G;Comércio e reparação de veículos;46;461;4612-5;00;Representante s comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4613-3/00;4613300;G;Comércio e reparação de veículos;46;461;4613-3;00;Representante s comerciais e agentes do comércio de madeira, material de construção e ferragens;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4614-1/00;4614100;G;Comércio e reparação de veículos;46;461;4614-1;00;Representante s comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4615-0/00;4615000;G;Comércio e reparação de veículos;46;461;4615-0;00;Representante s comerciais e agentes do comércio de eletrodoméstic os, móveis e artigos de uso doméstico;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4616-8/00;4616800;G;Comércio e reparação de veículos;46;461;4616-8;00;Representante s comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4617-6/00;4617600;G;Comércio e reparação de veículos;46;461;4617-6;00;Representante s comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4618-4/01;4618401;G;Comércio e reparação de veículos;46;461;4618-4;01;Representante s comerciais e agentes do comércio de medicamentos , cosméticos e produtos de perfumaria;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4618-4/02;4618402;G;Comércio e reparação de veículos;46;461;4618-4;02;Representante s comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4618-4/03;4618403;G;Comércio e reparação de veículos;46;461;4618-4;03;Representante s comerciais e agentes do comércio de jornais, revistas e outras publicações;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4618-4/99;4618499;G;Comércio e reparação de veículos;46;461;4618-4;99;Outros representante s comerciais e agentes do comércio especializado em produtos não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4619-2/00;4619200;G;Comércio e reparação de veículos;46;461;4619-2;00;Representante s comerciais e agentes do comércio de;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4621-4/00;4621400;G;Comércio e reparação de veículos;46;462;4621-4;00;Comércio atacadista de café em grão;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4622-2/00;4622200;G;Comércio e reparação de veículos;46;462;4622-2;00;Comércio atacadista de soja;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4623-1/01;4623101;G;Comércio e reparação de veículos;46;462;4623-1;01;Comércio atacadista de animais vivos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/02;4623102;G;Comércio e reparação de veículos;46;462;4623-1;02;Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/03;4623103;G;Comércio e reparação de veículos;46;462;4623-1;03;Comércio atacadista de algodão;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/04;4623104;G;Comércio e reparação de veículos;46;462;4623-1;04;Comércio atacadista de fumo em folha não beneficiado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/05;4623105;G;Comércio e reparação de veículos;46;462;4623-1;05;Comércio atacadista de cacau *;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4623-1/06;4623106;G;Comércio e reparação de veículos;46;462;4623-1;06;Comércio atacadista de sementes, flores, plantas e gramas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/07;4623107;G;Comércio e reparação de veículos;46;462;4623-1;07;Comércio atacadista de sisal;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/08;4623108;G;Comércio e reparação de veículos;46;462;4623-1;08;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionam ento associada;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/09;4623109;G;Comércio e reparação de veículos;46;462;4623-1;09;Comércio atacadista de alimentos para animais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4623-1/99;4623199;G;Comércio e reparação de veículos;46;462;4623-1;99;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4631-1/00;4631100;G;Comércio e reparação de veículos;46;463;4631-1;00;Comércio atacadista de leite e laticínios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4632-0/01;4632001;G;Comércio e reparação de veículos;46;463;4632-0;01;Comércio atacadista de cereais e leguminosas beneficiados;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4632-0/02;4632002;G;Comércio e reparação de veículos;46;463;4632-0;02;Comércio atacadista de farinhas, amidos e féculas;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4632-0/03;4632003;G;Comércio e reparação de veículos;46;463;4632-0;03;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionam ento associada;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4633-8/01;4633801;G;Comércio e reparação de veículos;46;463;4633-8;01;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4633-8/02;4633802;G;Comércio e reparação de veículos;46;463;4633-8;02;Comércio atacadista de aves vivas e ovos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4633-8/03;4633803;G;Comércio e reparação de veículos;46;463;4633-8;03;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4634-6/01;4634601;G;Comércio e reparação de veículos;46;463;4634-6;01;Comércio atacadista de carnes bovinas e suínas e derivados;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4634-6/02;4634602;G;Comércio e reparação de veículos;46;463;4634-6;02;Comércio atacadista de aves abatidas e derivados;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4634-6/03;4634603;G;Comércio e reparação de veículos;46;463;4634-6;03;Comércio atacadista de pescados e frutos do mar;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4634-6/99;4634699;G;Comércio e reparação de veículos;46;463;4634-6;99;Comércio atacadista de carnes e derivados de outros animais;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4635-4/01;4635401;G;Comércio e reparação de veículos;46;463;4635-4;01;Comércio atacadista de água mineral;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4635-4/02;4635402;G;Comércio e reparação de veículos;46;463;4635-4;02;Comércio atacadista de cerveja, chope e refrigerante;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4635-4/03;4635403;G;Comércio e reparação de veículos;46;463;4635-4;03;Comércio atacadista de bebidas com atividade de fracionamento;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4635-4/99;4635499;G;Comércio e reparação de veículos;46;463;4635-4;99;Comércio atacadista de bebidas não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4636-2/01;4636201;G;Comércio e reparação de veículos;46;463;4636-2;01;Comércio atacadista de fumo beneficiado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4636-2/02;4636202;G;Comércio e reparação de veículos;46;463;4636-2;02;Comércio atacadista de cigarros, cigarrilhas e charutos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4637-1/01;4637101;G;Comércio e reparação de veículos;46;463;4637-1;01;Comércio atacadista de café torrado, moído e solúvel;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/02;4637102;G;Comércio e reparação de veículos;46;463;4637-1;02;Comércio atacadista de açúcar;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/03;4637103;G;Comércio e reparação de veículos;46;463;4637-1;03;Comércio atacadista de óleos e gorduras;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/04;4637104;G;Comércio e reparação de veículos;46;463;4637-1;04;Comércio atacadista de pães, bolos, biscoitos e similares;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/05;4637105;G;Comércio e reparação de veículos;46;463;4637-1;05;Comércio atacadista de massas alimentícias;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/06;4637106;G;Comércio e reparação de veículos;46;463;4637-1;06;Comércio atacadista de sorvetes;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/07;4637107;G;Comércio e reparação de veículos;46;463;4637-1;07;Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4637-1/99;4637199;G;Comércio e reparação de veículos;46;463;4637-1;99;Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4639-7/01;4639701;G;Comércio e reparação de veículos;46;463;4639-7;01;Comércio atacadista de produtos alimentícios em geral;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4639-7/02;4639702;G;Comércio e reparação de veículos;46;463;4639-7;02;Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionam ento associada;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4641-9/01;4641901;G;Comércio e reparação de veículos;46;464;4641-9;01;Comércio atacadista de tecidos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4641-9/02;4641902;G;Comércio e reparação de veículos;46;464;4641-9;02;Comércio atacadista de artigos de cama, mesa e banho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4641-9/03;4641903;G;Comércio e reparação de veículos;46;464;4641-9;03;Comércio atacadista de artigos de armarinho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4642-7/01;4642701;G;Comércio e reparação de veículos;46;464;4642-7;01;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4642-7/02;4642702;G;Comércio e reparação de veículos;46;464;4642-7;02;Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4643-5/01;4643501;G;Comércio e reparação de veículos;46;464;4643-5;01;Comércio atacadista de calçados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4643-5/02;4643502;G;Comércio e reparação de veículos;46;464;4643-5;02;Comércio atacadista de bolsas, malas e artigos de;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;27;Não
4644-3/01;4644301;G;Comércio e reparação de veículos;46;464;4644-3;01;Comércio atacadista de medicamentos e drogas de uso humano;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
4644-3/02;4644302;G;Comércio e reparação de veículos;46;464;4644-3;02;Comércio atacadista de medicamentos e drogas de uso veterinário;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;28;Não
4645-1/01;4645101;G;Comércio e reparação de veículos;46;464;4645-1;01;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;40;Não
