sep=;
CNAE;CNAE_numerico;Secao;Secao_descricao;Divisao;Grupo;Classe;Subclasse;Atividade;CBMPE_nivel;CBMPE_descricao;Anexo;Nivel_de_risco;Descricao_do_nivel;Dispensa_licenciamento_previo;Pagina_DOE;Alterado_por_errata
8541-4/00;8541400;P;Educação;85;854;8541-4;00;Educação profissional de nível técnico;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8542-2/00;8542200;P;Educação;85;854;8542-2;00;Educação profissional de nível tecnológico;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8550-3/01;8550301;P;Educação;85;855;8550-3;01;Administração de caixas escolares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8550-3/02;8550302;P;Educação;85;855;8550-3;02;Serviços auxiliares à educação;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8591-1/00;8591100;P;Educação;85;859;8591-1;00;Ensino de esportes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8592-9/01;8592901;P;Educação;85;859;8592-9;01;Ensino de dança;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8592-9/02;8592902;P;Educação;85;859;8592-9;02;Ensino de artes cênicas, exceto dança;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8592-9/03;8592903;P;Educação;85;859;8592-9;03;Ensino de música;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8592-9/99;8592999;P;Educação;85;859;8592-9;99;Ensino de arte e cultura não especificado anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8593-7/00;8593700;P;Educação;85;859;8593-7;00;Ensino de idiomas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8599-6/01;8599601;P;Educação;85;859;8599-6;01;Formação de condutores;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8599-6/02;8599602;P;Educação;85;859;8599-6;02;Cursos de pilotagem;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8599-6/03;8599603;P;Educação;85;859;8599-6;03;Treinamento em informática;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8599-6/04;8599604;P;Educação;85;859;8599-6;04;Treinamento em desenvolvime nto profissional e gerencial;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8599-6/05;8599605;P;Educação;85;859;8599-6;05;Cursos preparatórios para concursos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8599-6/99;8599699;P;Educação;85;859;8599-6;99;Outras atividades de ensino não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8610-1/01;8610101;Q;Saúde humana e serviços sociais;86;861;8610-1;01;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8610-1/02;8610102;Q;Saúde humana e serviços sociais;86;861;8610-1;02;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8621-6/01;8621601;Q;Saúde humana e serviços sociais;86;862;8621-6;01;UTI móvel;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
8621-6/02;8621602;Q;Saúde humana e serviços sociais;86;862;8621-6;02;Serviços móveis de atendimento a urgências, exceto por UTI móvel;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
8622-4/00;8622400;Q;Saúde humana e serviços sociais;86;862;8622-4;00;Serviços de remoção de pacientes, exceto os serviços;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;41;Não
8630-5/01;8630501;Q;Saúde humana e serviços sociais;86;863;8630-5;01;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8630-5/02;8630502;Q;Saúde humana e serviços sociais;86;863;8630-5;02;Atividade médica ambulatorial com recursos para realização de exames complementar es;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8630-5/03;8630503;Q;Saúde humana e serviços sociais;86;863;8630-5;03;Atividade médica ambulatorial restrita a consultas;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8630-5/04;8630504;Q;Saúde humana e serviços sociais;86;863;8630-5;04;Atividade odontológica;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8630-5/06;8630506;Q;Saúde humana e serviços sociais;86;863;8630-5;06;Serviços de vacinação e imunização humana;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8630-5/07;8630507;Q;Saúde humana e serviços sociais;86;863;8630-5;07;Atividades de reprodução humana assistida;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8630-5/99;8630599;Q;Saúde humana e serviços sociais;86;863;8630-5;99;Atividades de atenção ambulatorial não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/01;8640201;Q;Saúde humana e serviços sociais;86;864;8640-2;01;Laboratórios de anatomia patológica e citológica;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/02;8640202;Q;Saúde humana e serviços sociais;86;864;8640-2;02;Laboratórios clínicos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/03;8640203;Q;Saúde humana e serviços sociais;86;864;8640-2;03;Serviços de diálise e nefrologia;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/04;8640204;Q;Saúde humana e serviços sociais;86;864;8640-2;04;Serviços de tomografia;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/05;8640205;Q;Saúde humana e serviços sociais;86;864;8640-2;05;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/06;8640206;Q;Saúde humana e serviços sociais;86;864;8640-2;06;Serviços de ressonância magnética;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;48;Não
8640-2/07;8640207;Q;Saúde humana e serviços sociais;86;864;8640-2;07;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/08;8640208;Q;Saúde humana e serviços sociais;86;864;8640-2;08;Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/09;8640209;Q;Saúde humana e serviços sociais;86;864;8640-2;09;Serviços de diagnóstico por métodos ópticos -endoscopia e outros exames análogos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/10;8640210;Q;Saúde humana e serviços sociais;86;864;8640-2;10;Serviços de quimioterapia;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/11;8640211;Q;Saúde humana e serviços sociais;86;864;8640-2;11;Serviços de radioterapia;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/12;8640212;Q;Saúde humana e serviços sociais;86;864;8640-2;12;Serviços de hemoterapia;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/13;8640213;Q;Saúde humana e serviços sociais;86;864;8640-2;13;Serviços de litotripsia;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/14;8640214;Q;Saúde humana e serviços sociais;86;864;8640-2;14;Serviços de bancos de células e tecidos humanos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8640-2/99;8640299;Q;Saúde humana e serviços sociais;86;864;8640-2;99;Atividades de serviços de complementaç ão diagnóstica e terapêutica não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8650-0/01;8650001;Q;Saúde humana e serviços sociais;86;865;8650-0;01;Atividades de enfermagem;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8650-0/02;8650002;Q;Saúde humana e serviços sociais;86;865;8650-0;02;Atividades de profissionais da nutrição;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8650-0/03;8650003;Q;Saúde humana e serviços sociais;86;865;8650-0;03;Atividades de psicologia e psicanálise;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8650-0/04;8650004;Q;Saúde humana e serviços sociais;86;865;8650-0;04;Atividades de fisioterapia;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8650-0/05;8650005;Q;Saúde humana e serviços sociais;86;865;8650-0;05;Atividades de terapia ocupacional;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8650-0/06;8650006;Q;Saúde humana e serviços sociais;86;865;8650-0;06;Atividades de fonoaudiologia;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8650-0/07;8650007;Q;Saúde humana e serviços sociais;86;865;8650-0;07;Atividades de terapia de nutrição enteral e parenteral;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8650-0/99;8650099;Q;Saúde humana e serviços sociais;86;865;8650-0;99;Atividades de profissionais da área de saúde não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8660-7/00;8660700;Q;Saúde humana e serviços sociais;86;866;8660-7;00;Atividades de apoio à gestão de saúde;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
8690-9/01;8690901;Q;Saúde humana e serviços sociais;86;869;8690-9;01;Atividades de práticas integrativas e complementar es em saúde humana;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8690-9/02;8690902;Q;Saúde humana e serviços sociais;86;869;8690-9;02;Atividades de banco de leite humano;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8690-9/03;8690903;Q;Saúde humana e serviços sociais;86;869;8690-9;03;Atividades de acupuntura;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8690-9/04;8690904;Q;Saúde humana e serviços sociais;86;869;8690-9;04;Atividades de podologia;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8690-9/99;8690999;Q;Saúde humana e serviços sociais;86;869;8690-9;99;Outras atividades de atenção à saúde humana não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8711-5/01;8711501;Q;Saúde humana e serviços sociais;87;871;8711-5;01;Clínicas e residências geriátricas;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8711-5/02;8711502;Q;Saúde humana e serviços sociais;87;871;8711-5;02;Instituições de longa permanência para idosos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8711-5/03;8711503;Q;Saúde humana e serviços sociais;87;871;8711-5;03;Atividades de assistência a deficientes físicos, imunodeprimid os e convalescente s;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8711-5/04;8711504;Q;Saúde humana e serviços sociais;87;871;8711-5;04;Centros de apoio a pacientes com câncer e com AIDS;II;Risco médio ou moderado;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8711-5/05;8711505;Q;Saúde humana e serviços sociais;87;871;8711-5;05;Condomínios residenciais para idosos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8712-3/00;8712300;Q;Saúde humana e serviços sociais;87;871;8712-3;00;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8720-4/01;8720401;Q;Saúde humana e serviços sociais;87;872;8720-4;01;Atividades de centros de assistência psicossocial;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8720-4/99;8720499;Q;Saúde humana e serviços sociais;87;872;8720-4;99;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;42;Não
8730-1/01;8730101;Q;Saúde humana e serviços sociais;87;873;8730-1;01;Orfanatos;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8730-1/02;8730102;Q;Saúde humana e serviços sociais;87;873;8730-1;02;Albergues assistenciais;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;49;Não
8730-1/99;8730199;Q;Saúde humana e serviços sociais;87;873;8730-1;99;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
8800-6/00;8800600;Q;Saúde humana e serviços sociais;88;880;8800-6;00;Serviços de assistência social sem alojamento;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
9001-9/01;9001901;R;Artes, cultura, esporte e recreação;90;900;9001-9;01;Produção teatral;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
9001-9/02;9001902;R;Artes, cultura, esporte e recreação;90;900;9001-9;02;Produção musical;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
9001-9/03;9001903;R;Artes, cultura, esporte e recreação;90;900;9001-9;03;Produção de espetáculos de dança;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
9001-9/04;9001904;R;Artes, cultura, esporte e recreação;90;900;9001-9;04;Produção de espetáculos circenses, de marionetes e similares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
9001-9/05;9001905;R;Artes, cultura, esporte e recreação;90;900;9001-9;05;Produção de espetáculos de rodeios, vaquejadas e similares;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;36;Não
